text,label,episode,season,ids,is_train
uh uh we'll flip for it ducks or clowns,5,0206,02,6075,True
oh we're gonna flip for the baby,4,0206,02,6076,True
you got a better idea,5,0206,02,6077,True
all right call it in the air,4,0206,02,6078,False
heads,5,0206,02,6079,False
heads it is,4,0206,02,6080,True
we have to assign heads to something,4,0206,02,6081,True
right ok ok uh ducks is heads because ducks have heads,5,0206,02,6082,True
what kind of scary ass clowns came to your birthday,4,0206,02,6083,True
here i thought you might be cold,1,0206,02,6084,True
whoa look at you you did pretty well,1,0206,02,6085,True
eight dollars and 27 cents but not really because i put in the first two just to you know get the ball rolling and to make myself feel better,6,0206,02,6086,True
do you,1,0206,02,6087,True
well you know honey i don't think everybody gets smelly cat you know i mean if all you've ever actually had are healthy pets then whoosh,1,0206,02,6088,True
it's not even that i used to do my songs because it made me happy but now it's like it's just all about the money,6,0206,02,6089,False
well people missed you in there and in fact there was actually a request for smelly cat,1,0206,02,6090,True
well from me and i know it's not your big money song but it's my favorite,1,0206,02,6091,True
hi uh did i accidentally drop a condom in your case it's kind of an emergency,0,0206,02,6092,True
thanks a lot hey christine i got it,0,0206,02,6093,True
i just wanna thank you for being there for me today and i'm sorry i i almost broke your hand,2,0206,02,6094,True
that's ok i'm sorry i poisoned you,3,0206,02,6095,False
yeah hey remember the time i jammed that pencil into your hand,2,0206,02,6096,False
remember it what do you think this is a freckle,3,0206,02,6097,False
wait what about the time i hit you in the face with the silvian's pumpkin,3,0206,02,6098,True
oh man oh remember when i stuck that broom in your bike spokes and you flipped over and hit your head on the curb,2,0206,02,6099,True
no but i remember people telling me about it,3,0206,02,6100,True
i hope ben has a little sister,2,0206,02,6101,True
yeah i hope she can kick his ass,3,0206,02,6102,True
i'm gonna get a new band aid hey how 'bout the time i cut the legs off your malibu ken,2,0206,02,6103,True
that was you,3,0206,02,6104,True
they uh were infected he wouldn't have made it,2,0206,02,6105,True
aw my little nephew come here little one there's my little baby ben hey my little boy hey he's not crying,3,0206,02,6106,True
i'm here how's my little boy want daddy to change your diaper so did you have fun with uncle joey and uncle chandler today,2,0206,02,6107,True
oh yeah he rode the bus today,5,0206,02,6108,True
ohhh big boy riding the bus hey i have a question how come it says property of human services on his butt,2,0206,02,6109,True
you you are gonna love this,4,0206,02,6110,True
will you hold ben for a sec come here come here,2,0206,02,6111,True
stay back i've got kiwi run joey run,4,0206,02,6112,False
smelly cat smelly cat what are they feeding you,0,0206,02,6113,True
no no no i'm sorry it's smelly cat smel ly cat,6,0206,02,6114,True
smelly cat smel ly cat,0,0206,02,6115,True
yeah much better and you know what don't feel bad because it's a hard song,6,0206,02,6116,False
you wanna try it again,6,0206,02,6117,True
ok there is no top that's the beauty of smelly cat um why don't you just follow me,6,0206,02,6118,True
mmmm hmmm,6,0206,02,6119,True
smelly cat smelly cat what are they feeding you smelly cat smelly cat it's not your fault,0,0206,02,6120,False
ok what is it about me do i not look fun enough is there something repellant about me,0,0207,02,6121,False
so how was the party,1,0207,02,6122,False
well it couldn't have been worse a woman literally passed through me ok so what is it am i hideously unattractive,0,0207,02,6123,False
no you are not you are very attractive you know what i go through the exact same thing every time i put on a little weight i start questioning everyting,6,0207,02,6124,False
woah woah i've put on a little weight,0,0207,02,6125,True
no not wieght y'know more like insulation,6,0207,02,6126,False
chandler i'm unemployed and in dire need of a project ya wanna work out i can remake you,3,0207,02,6127,True
oh you know i would but that might get in the way of my lying around time,0,0207,02,6128,True
please,3,0207,02,6129,False
alright ok alright but if we put on spandex and my boobs are bigger than yours i'm goin' home,0,0207,02,6130,False
your boobs are fine look i never should have said anything come here come here oh can't make hands meet opening titles,6,0207,02,6131,False
ok let's do it what,0,0207,02,6132,False
nothing just never seen you in little stretchy pants before,3,0207,02,6133,True
and we're changing,0,0207,02,6134,False
c'mon give me five more five more,3,0207,02,6135,False
no,0,0207,02,6136,True
five more and i'll flash you,3,0207,02,6137,False
one two two and a half ok just show me one of them,0,0207,02,6138,True
ow ow ow ow ow ow ow cup back down] ow ow ow ow ow she's insane the woman is insane it's before work it's after work it's during work she's got me doing butt clenches at my desk and now they won't bring me my mail anymore,0,0207,02,6139,True
hey phoebs how'd it go with scott last night,1,0207,02,6140,True
oh um it was nice took him to a romantic restraunt ordered champagne nice,6,0207,02,6141,False
the guy still won't put out huh,5,0207,02,6142,False
nope zilch nothin' uh uh,6,0207,02,6143,True
look i y'know i don't mind taking it slow i like him a lot y'know he's really interesting and he's really sweet and why won't he give it up,6,0207,02,6144,True
maybe he uhh drives his car on the other side of the road if ya know what i mean,5,0207,02,6145,True
no whad'ya mean he's not british,6,0207,02,6146,True
maybe he's gay,5,0207,02,6147,True
oohh um no i don't think that's the problem because we went um dancing the other night and the way he held me so close and the way he was looking into my eyes i just like definitely felt something,6,0207,02,6148,False
yeah but how much can you tell from a look,1,0207,02,6149,False
no i felt it on my hip you could tell,6,0207,02,6150,True
yo bing racquetball in 15 minutes,3,0207,02,6151,True
joey be a pal lift up my hand and smack her with it,0,0207,02,6152,True
ooh oh rachel don't look,6,0207,02,6153,True
what c'mon you guys i don't care i have a date tonight,1,0207,02,6154,True
woah woah woah you have a date,5,0207,02,6155,False
yeah monica's settin' me up,1,0207,02,6156,False
but uh uh what about uh ross and uh,5,0207,02,6157,False
oh what my whole insane jealousy thing well y'know as much fun as that was i've decided to opt for sanity,1,0207,02,6158,True
so you really ok about all this,0,0207,02,6159,True
oh yeah c'mon i'm movin' on he can press her up against that window as much as he wants for all i care he can throw her through the damn thing,1,0207,02,6160,True
oh monica i figured i'd come by tomorrow morning and pick up fluffy's old cat toy ok,2,0207,02,6161,True
only if you say his full name,3,0207,02,6162,True
can i come over tomorrow and pick up fluffy meowington's cat toy,2,0207,02,6163,True
you're getting a cat,5,0207,02,6164,True
uh actually we're getting a cat,2,0207,02,6165,True
together,1,0207,02,6166,True
both of you,1,0207,02,6167,True
yep,2,0207,02,6168,False
together,1,0207,02,6169,True
yeah we figure it'll live with ross half the time and with me half the time,0,0207,02,6170,False
ohh well isn't that just lovely that's something the two of you will be able to enjoy for a really really really really really long time,1,0207,02,6171,True
hopefully,2,0207,02,6172,True
well woah look at that i gotta go i gotta date with a man um ok you guys have a really uh have a really good night and you two have a uh have a uh really good cat ok we're not supposed to take these when we leave,1,0207,02,6173,False
i don't know if monica told you but this is the first date i've gone on since my divorce so if i seem a little nervous i am,0,0207,02,6174,True
how long do cats live,1,0207,02,6175,True
cats how long do they live figuring you don't y'know throw 'em under a bus or something,1,0207,02,6176,True
um maybe 15 16 years,0,0207,02,6177,True
that's just great,1,0207,02,6178,False
um cheers,0,0207,02,6179,True
monica told you i was cuter that this didn't she,0,0207,02,6180,True
oh no michael it's not you i'm sorry it's just it's this thing it's probably not as bad as it sounds but this friend of mine is is getting a cat with his girlfriend,1,0207,02,6181,True
oh that does sound ahh,0,0207,02,6182,True
i mean he just started going out with her,1,0207,02,6183,True
is this guy uhh an old boyfriend,0,0207,02,6184,False
ah hah hah hah ho yeah he wishes oh i'm sorry look at me ok michael let's talk about you,1,0207,02,6185,True
ok ok so you ever get a pet with a girlfriend,1,0207,02,6186,True
so i figured it out,6,0207,02,6187,True
what,5,0207,02,6188,True
why scott doesn't want to sleep with me it's because i'm not sexy enough,6,0207,02,6189,False
phoebe that's crazy when i first met you you know what i said to chandler i said excellent butt great rack,5,0207,02,6190,True
really that's so sweet i mean i'm officially offended but sweet,6,0207,02,6191,False
phoebs look if you want to know what the deal is you're just gonna have to ask him,5,0207,02,6192,True
you're right you're right ah you are so yumm,6,0207,02,6193,False
i mean it's a cat y'know it's a cat why can't they get one of those bugs y'know one of those fruitflies those things that live for like a day or something what're they called what're they called what're they called,1,0207,02,6194,True
fruitflies,0,0207,02,6195,True
so would you like any dessert,0,0207,02,6196,True
no no dessert just a check please,0,0207,02,6197,True
oh you're not having fun are you,1,0207,02,6198,True
no no i am but only because for the last hour and a half i've been playing the movie diner in my head,0,0207,02,6199,True
oh look at me look at me oh i'm on a date with a really great guy all i can think about is ross and his cat and his julie i just want to get over him gosh why can't i do that,1,0207,02,6200,False
oy look i've been through a divorce trust me you're gonna be fine you just can't see it now because you haven't had any closure,0,0207,02,6201,True
yeah closure that's what it is that's what i need god you're brilliant why didn't i think of that how do i get that,1,0207,02,6202,True
well you know there's no one way really it's just you know whatever it takes so that you can finally say to him i'm over you,0,0207,02,6203,False
closure that's what it is closure hello excuse me excuse me hel woo of her chair],1,0207,02,6204,True
hang on,0,0207,02,6205,False
what,0,0207,02,6206,True
hi i'm sorry i need to borrow your phone for just one minute,1,0207,02,6207,True
i'm talkin',0,0207,02,6208,True
i can see that i just one phone call i'll be very quick i'll even pay for it myself ok you're bein' a little weird about your phone,1,0207,02,6209,True
alright fine i'll call you back,0,0207,02,6210,True
no no no no no no no monica it's sunday morning i'm not running on a sunday,0,0207,02,6211,True
why not,3,0207,02,6212,False
because it's sunday it's god's day,0,0207,02,6213,False
ok if you say stop then we stop,3,0207,02,6214,True
no c'mon we can't stop c'mon we've got three more pounds to go i am the energy train and you are on board woo woo woo woo woo woo woo,3,0207,02,6215,True
ahhhh,1,0207,02,6216,True
oh and how was the date,2,0207,02,6217,False
umm i think there was a restaurant i know there was wine,1,0207,02,6218,False
wow well uh uh actually julie's downstairs getting a cab i just need the cat toy did monica say what why why are you looking at me like that,2,0207,02,6219,True
i don't know i i feel like i had a dream about you last night but i i don't remember,1,0207,02,6220,True
did we speak on the phone last night did you call me,1,0207,02,6221,False
no i stayed at julie's last night,2,0207,02,6222,False
oh actually i haven't even been home yet do you mind if i check my messages,2,0207,02,6223,True
rach i got a message from you who's michael,2,0207,02,6224,True
oh my god oh my god ross no hang up the phone give me the phone ross give me the phone give me the phone give me the,1,0207,02,6225,True
you're over me,2,0207,02,6226,True
wha you're uh you're you're over me,2,0207,02,6227,True
when when were you under me rach rachel do you i mean were you uh what,2,0207,02,6228,False
ohh ok ok ok well basically lately i've uh i've uh sort of had feelings for you,1,0207,02,6229,True
you've had feelings for me,2,0207,02,6230,True
yeah what so you had feelings for me first,1,0207,02,6231,True
woah huh you know about my i mean you know i had you know,2,0207,02,6232,True
chandler told me,1,0207,02,6233,True
chandler when did he when did he when did he,2,0207,02,6234,True
when you were in china,1,0207,02,6235,False
meeting julie,1,0207,02,6236,True
julie julie that oh god julie right ok i need to lie down no ya know i'm gonna stand i'm gonna stand i'm gonna walk i'm walkin' and i am standing ok so you uh and now wha and now now now you're over me,2,0207,02,6237,True
are you over me,1,0207,02,6238,True
that's that's julie ju julie julie julie,2,0207,02,6239,True
hi honey i've got a cab waiting,0,0207,02,6240,True
wait so you're going,1,0207,02,6241,False
well ok i uh i have to i can't deal with this right now i mean i've uh y'know i've got a cab i've got a girlfriend i'm i'm gonna go get a cat,2,0207,02,6242,False
cat,2,0207,02,6243,True
how come you're watching a rabbi play electric guitar,6,0207,02,6244,False
i can't find the remote thank you,5,0207,02,6245,False
so scott asked me to come over for lunch today and i did,6,0207,02,6246,True
and,5,0207,02,6247,True
and we did,6,0207,02,6248,False
all right phoebs way to go,5,0207,02,6249,True
yay me,6,0207,02,6250,True
so so how did it happen,5,0207,02,6251,True
well i finally took your advice and asked him what was going on,6,0207,02,6252,True
and what did he say,5,0207,02,6253,True
yeah so i said ok relax please y'know i mean sex can be just about two people right there in the moment y'know it's if he wants to see me again he can call and if not that's fine too so after a looooot of talking i convinced him,6,0207,02,6254,True
let me get this straight he got you to beg to sleep with him he got you to say he never has to call you again and he got you thinking this was a great idea,5,0207,02,6255,True
um hum,6,0207,02,6256,False
this man is my god,5,0207,02,6257,True
i didn't get a cat,2,0207,02,6258,True
no no it's not interesting ok it's very very not interesting in fact it's actually 100 percent completely opposite of interesting,2,0207,02,6259,False
alright i got it ross,1,0207,02,6260,True
you had no right to tell me you ever had feelings for me,2,0207,02,6261,True
what,1,0207,02,6262,True
i was doing great with julie before i found out about you,2,0207,02,6263,True
hey i was doin' great before i found out about you you think it's easy for me to see you with julie,1,0207,02,6264,False
then you should have said something before i met her,2,0207,02,6265,False
i didn't know then and how come you never said anything to me,1,0207,02,6266,True
there was never a good time,2,0207,02,6267,False
right you you only had a year we only hung out every night,1,0207,02,6268,True
not not not every night you know and and it's not like i didn't try rachel but things got in the way y'know like like italian guys or ex fiances or or or italian guys,2,0207,02,6269,True
hey there was one italian guy ok and do you even have a point,1,0207,02,6270,True
the point is i i don't need this right now ok it it's too late i'm with somebody else i'm happy this ship has sailed,2,0207,02,6271,True
yeah what're you saying you just sort of put away feelings or whatever the hell it was you felt for me,1,0207,02,6272,True
hey i've been doin' it since the ninth grade i've gotten pretty damn good at it,2,0207,02,6273,True
alright fine you go ahead and you do that alright ross,1,0207,02,6274,True
fine,2,0207,02,6275,False
because i don't need your stupid ship,1,0207,02,6276,True
and ya know what now i've got closure,1,0207,02,6277,False
try the bottom one closing credits,2,0207,02,6278,False
monica it's 6,0,0207,02,6279,False
no way with one pound to go c'mon we're workin' we're movin' we're in the zone we're groovin',3,0207,02,6280,True
ok i don't i don't mind the last pound ok in fact i kind of like the last pound ok so don't make me do anything that i'll regret,0,0207,02,6281,True
ooh what'cha gonna do fat boy huh what,3,0207,02,6282,True
nothing except tell you uh i think it's wonderful how much energy you have,0,0207,02,6283,True
i mean especially considering how tough it's been for you to find work,0,0207,02,6284,True
you know i mean you can't tell your parents you were fired because they'd be disappointed,0,0207,02,6285,False
and it's not as if you have a boyfriend's shoulder to cry on,0,0207,02,6286,True
i mean if it were me i think i'd have difficulty just getting out of bed at all,0,0207,02,6287,True
y'know i try to stay positive,3,0207,02,6288,True
so you feel like goin' for a run,0,0207,02,6289,True
because you know you don't have to if you want you could just take a nap right here,0,0207,02,6290,True
ok just for a little while,3,0207,02,6291,True
ross kissed me,1,0208,02,6292,False
oh my god oh my god oh my god,3,0208,02,6293,True
it was unbelievable,1,0208,02,6294,True
oh my god oh my god oh my god,3,0208,02,6295,True
ok all right we want to hear everything monica get the wine and unplug the phone rachel does this end well or do we need to get tissues,6,0208,02,6296,True
oh it ended very well,1,0208,02,6297,True
do not start without me do not start without me,3,0208,02,6298,True
ok all right let's hear about the kiss was it like was it like a soft brush against your lips or was it like a you know a i gotta have you now kind of thing,6,0208,02,6299,True
well at first it was really intense you know and then oh god and then we just sort of sunk into it,1,0208,02,6300,True
ok so ok was he holding you or was his hand like on your back,6,0208,02,6301,True
no actually first they started on my waist and then they slid up and then they were in my hair,1,0208,02,6302,True
and uh and then i kissed her,2,0208,02,6303,True
tongue,5,0208,02,6304,True
cool opening credits,5,0208,02,6305,True
all right check out this bad boy 12 megabytes of ram 500 megabyte hard drive built in spreadsheet capabilities and a modem that transmits at over 28 000 b p s,0,0208,02,6306,True
wow what are you gonna use it for,6,0208,02,6307,True
games and stuff,0,0208,02,6308,True
there are no jobs there are no jobs for me,3,0208,02,6309,True
wait here's one uh would you be willing to cook naked,5,0208,02,6310,True
there's an ad for a naked chef,3,0208,02,6311,True
no but if you're willing to cook naked then you might be willing to dance naked and then,5,0208,02,6312,True
hey oh so um how'd you make out last night,6,0208,02,6313,True
that that is funny that is painfully funny no wait wait yeah that's just painful,2,0208,02,6314,True
wait a minute i thought last night was great,3,0208,02,6315,False
you got all that from saline solution,5,0208,02,6316,False
we are talking about rachel here you and rachel,3,0208,02,6317,True
believe me i've been dreaming about me and rachel for ten years now but now i'm with julie so it's like me and julie me and rachel me and julie me and rachel rachel rachel,2,0208,02,6318,True
how are you,2,0208,02,6319,False
hi julie hi julie julie um how are you,2,0208,02,6320,False
good so everybody's here everybody's good so were you gonna play something phoebe,2,0208,02,6321,True
play it,2,0208,02,6322,True
hey julie i didn't know you wore lenses,5,0208,02,6323,True
what,0,0208,02,6324,True
ssshh,2,0208,02,6325,True
ok um hi hello hi ok so um this is a song about a love triangle between three people that i made up um it's called um two of them kissed last night,6,0208,02,6326,True
this is a nice resume nice nice nice muy impressivo,0,0208,02,6327,False
so mr rastatter what exactly does this job entail the ad wasn't too clear,3,0208,02,6328,False
mockolate,0,0208,02,6329,True
mockolate it's a completely synthetic chocolate substitute,0,0208,02,6330,False
go ahead try a piece yeah we think that mockolate is even better than chocolate,0,0208,02,6331,False
i love how it crumbles now see your chocolate doesn't do that,3,0208,02,6332,True
no ma'am well anyhoo we should be getting our f d a approval any day now hopefully in time for thanksgiving see the way we look at it chocolate already dominates most of your major food preparation holidays like easter christmas what have you,0,0208,02,6333,True
mmm mmm,3,0208,02,6334,True
but we're thinking given the right marketing we can make thanksgiving the mockolate holiday,0,0208,02,6335,True
aren't you going to swallow that,0,0208,02,6336,True
just waiting for it to stop bubbling,3,0208,02,6337,True
mmm,3,0208,02,6338,True
well anyhoo um we are looking for a couple of chefs who can create some thanksgiving themed recipes you think you might be interested,0,0208,02,6339,True
abso lutely see i love creating new recipes i love thanksgiving and well now i love mockolate,3,0208,02,6340,True
especially the after taste you know i'll tell ya that'll last ya till christmas,3,0208,02,6341,False
how about mockolate mousse,3,0208,02,6342,True
it's not it's not very thanksgiving y,6,0208,02,6343,True
ok how about pilgrim mockolate mousse,3,0208,02,6344,False
what makes it pilgrim,6,0208,02,6345,False
we'll put buckles on it,3,0208,02,6346,True
did uh ross call,1,0208,02,6347,True
why didn't he call he's gonna stay with julie isn't he he's gonna stay with her and she's going to be all hi i'm julie ross picked me and we're gonna to get married have a lot of kids and dig up stuff together,1,0208,02,6348,True
no offense but that sounds nothing like her,6,0208,02,6349,True
i don't know what to do what am i gonna do i mean this this is like a complete nightmare,2,0208,02,6350,True
oh i know this must be so hard oh no two women love me they're both gorgeous and sexy my wallet's too small for my fifties and my diamond shoes are too tight,0,0208,02,6351,True
hey here's a thought ross,5,0208,02,6352,True
don't touch the computer don't ever touch the computer,0,0208,02,6353,True
ross listen i got two words for you threesome,5,0208,02,6354,True
ok all right look let's get logical about this ok we'll make a list rachel and julie pros and cons oh we'll put their names in bold with different fonts and i can use different colors for each column,0,0208,02,6355,True
can't we just use a pen,2,0208,02,6356,False
no amish boy,0,0208,02,6357,False
ok let's start with the cons because they're more fun all right rachel first,5,0208,02,6358,True
i don't know i mean all right i guess you can say she's a little spoiled sometimes,2,0208,02,6359,True
you could say that,5,0208,02,6360,True
and i guess you know sometimes she's a little ditzy you know and i've seen her be a little too into her looks oh and julie and i we have a lot in common because we're both paleontologists but rachel's just a waitress,2,0208,02,6361,False
waitress got it you guys wanna play doom or we could keep doing this what else,0,0208,02,6362,True
oh her ankles are a little chubby,5,0208,02,6363,True
ok let's do julie what's wrong with her,0,0208,02,6364,True
she's not rachel,2,0208,02,6365,False
ok this is pumpkin pie with mockolate cookie crumb crust this is mockolate cranberry cake and these are mockolate chip cookies just like the indians served,3,0208,02,6366,True
oh my god i can't believe you let me put this in my mouth,1,0208,02,6367,True
oh oh sweet lord this is what evil must taste like,6,0208,02,6368,False
i'm telling you this thing won't print yes i pressed that button like 100 times you know for a hot line you are not so hot what what is that in the background are you watching star trek,0,0208,02,6369,True
hey so how'd it go with julie did you did you break her heart,5,0208,02,6370,True
yes it was horrible she cried i cried she threw things they hit me anyway i did the right thing,2,0208,02,6371,True
so spock actually hugs his father,0,0208,02,6372,True
hey do you guys have hi,1,0208,02,6373,False
where you goin',1,0208,02,6374,False
i uh i just got back from uh from julie's,2,0208,02,6375,True
no no uh it's not what you think it's um the other thing,2,0208,02,6376,True
well what's the other thing what do i think,1,0208,02,6377,False
he broke up with julie well go hug her for god's sakes,5,0208,02,6378,True
really it's always been you rach,2,0208,02,6379,True
oh oh this is good this is really good,1,0208,02,6380,True
i know i know it's it's almost what do you say we go take a walk just us not them,2,0208,02,6381,True
let me get my coat,1,0208,02,6382,False
ok no hey whoa whoa i'll get your coat,2,0208,02,6383,False
ok he's goin' to get my coat he's goin' to get my coat oh my god you guys i can't believe this this is unbelievable what's that,1,0208,02,6384,True
what's that what i saw my name what is it,1,0208,02,6385,True
no no see see hey it's printing rattled] hey it's printing,0,0208,02,6386,False
well what is it let me see,1,0208,02,6387,True
hey someone order a coat,2,0208,02,6388,True
ross chandler wrote something about me on his computer and he won't let me see,1,0208,02,6389,False
he won't he won't because isn't that isn't that the the short story you were writing,2,0208,02,6390,True
yes yes it is short story that i was writing,0,0208,02,6391,True
and i'm in it then let me read it,1,0208,02,6392,True
no,0,0208,02,6393,False
come on,1,0208,02,6394,True
hey uh why don't you read it to her,5,0208,02,6395,False
alright was hot rachel was there a lonely gray couch 'oh look ' cried ned and then the kingdom was his forever the end,0,0208,02,6396,True
that's it that's all you wrote you're the worst writer in the whole world,2,0208,02,6397,True
all right you know what this isn't funny anymore there's something about me on that piece of paper and i want to see it,1,0208,02,6398,True
no you don't,2,0208,02,6399,True
all right you know what that's fine if you guys want to be children about this that's fine i do not need to see it,1,0208,02,6400,True
what is this ross what is this,1,0208,02,6401,True
ok just just remember how crazy i am about you ok,2,0208,02,6402,False
kind of ditzy too into her looks spoiled,1,0208,02,6403,True
now that's a little spoiled he was supposed to type little the idiot,2,0208,02,6404,True
just a waitress,1,0208,02,6405,True
no that that was i mean as opposed to uh the uh ok is this over yet rach,2,0208,02,6406,False
oh i do not have chubby ankles,1,0208,02,6407,True
no no wait ok ok look at the other side look at julie's column,2,0208,02,6408,True
she is not rachem what the hell's a rachem is that some stupid paleontology word that i wouldn't know because i'm just a waitress,1,0208,02,6409,True
no rach come on rach rach no no she's not rachel she is she is not ra rachel,2,0208,02,6410,True
my diary my diary that's brilliant i should have told her it was my diary she never would have made me read her my diary,0,0208,02,6411,True
you know that's true you'd be a great person to have around the day after an emergency,3,0208,02,6412,True
i i cannot believe ross even made this list what a dinkus,6,0208,02,6413,False
hey cut him some slack it was chandler's idea,5,0208,02,6414,False
what,6,0208,02,6415,True
what,3,0208,02,6416,False
oh good i was hoping that would come up,0,0208,02,6417,False
all right let's get some perspective here ok these things they happen for a reason,0,0208,02,6418,False
all right pheebs back me up here ok you believe in that karma crap don't you,0,0208,02,6419,False
yeah by the way good luck in your next life as a dung beetle,6,0208,02,6420,True
rach whoops rach hey open up please,2,0208,02,6421,True
when somebody does not buzz you in ross that means go away that doesn't mean please climb up the fire escape,1,0208,02,6422,True
i just wanna read something it's your pro list,2,0208,02,6423,True
not interested,1,0208,02,6424,False
the way you play with your hair when you're,0,0208,02,6425,False
how brave you are for starting your life over number five,0,0208,02,6426,True
number six,2,0208,02,6427,True
hey ross what are you doin',5,0208,02,6428,True
hey joey you wanna open the window,2,0208,02,6429,True
what are you doing out there,0,0208,02,6430,True
i am uh i am,2,0208,02,6431,True
oh you must be freezing you know what you need how about a nice steaming cup of hot mockolate,3,0208,02,6432,True
rach come on open up rach come on come on rach you got to give me another chance,2,0208,02,6433,True
no,1,0208,02,6434,True
no,2,0208,02,6435,False
that's what i said,1,0208,02,6436,True
look maybe we should go,0,0208,02,6437,True
no you guys you really don't have to go we're done talking,1,0208,02,6438,False
rach come on look i know how you must feel,2,0208,02,6439,True
no you don't ross imagine the worst things you think about yourself now how would you feel if the one person that you trusted the most in the world not only thinks them too but actually uses them as reasons not to be with you,1,0208,02,6440,True
no but but i wanna be with you in spite of all those things,2,0208,02,6441,False
oh well that's that's mighty big of you ross i said don't go,1,0208,02,6442,True
you know what you know what if things were the other way around there's nothing you could put on a list that would ever make me not want to be with you,2,0208,02,6443,True
well then i guess that's the difference between us see i'd never make a list,1,0208,02,6444,True
i never know how long you're supposed to wait in this type of a situation before you can talk again you know maybe a little longer,5,0208,02,6445,True
now in some of these recipes the quantities may seem just a little unusual uh like these coconut mockolate holiday nut bars i've indicated four cups of coconut and four cups of crushed nut and only uh one tablespoon of mockolate,3,0208,02,6446,True
doesn't matter,0,0208,02,6447,True
what,3,0208,02,6448,True
our fda approval didn't come through something about laboratory rats,0,0208,02,6449,True
yeah well anyhoo here is your check thank you for all the trouble you went through um listen you didn't eat a lot of it while you were cooking did you,0,0208,02,6450,False
well uh i ate some,3,0208,02,6451,True
oh some that's fine some is fine some is not a lot so it doesn't burn when you pee does it,0,0208,02,6452,True
is that him again tell him i'd come to the phone but my ankles are weighin' me down,1,0208,02,6453,True
listen i i don't think this is the best time,3,0208,02,6454,True
look can can you do something for me,2,0208,02,6455,True
the next one's dedicated to rachel from ross rachel he wants you to know he's deeply sorry for what he did and he hopes you can find it in your heart to forgive him,0,0208,02,6456,False
hi thanks for coming in again,0,0208,02,6457,True
oh not at all i have no morals and i need the cash,3,0208,02,6458,False
it's like i'm lookin' in a mirror anyway they're called fishtachios they taste exactly like pistachios but they're made primarily of reconstituted fish bits here try one you're not allergic to anything are you,0,0208,02,6459,False
cat hair,3,0208,02,6460,False
ooh ooh ooh ooh ooh ugly naked guy is decorating his tree oh my god you should see the size of his christmas balls,6,0209,02,6461,True
hey how much did you guys tip the super this year,5,0209,02,6462,False
yeah we were gonna give fifty but if you guys gave more we don't wanna look bad,4,0209,02,6463,True
oh actually this year we just made him homemade cookies,3,0209,02,6464,True
and twenty five it is,4,0209,02,6465,True
money is so impersonal cookies says someone really cares alright we're broke but cookies do say that,3,0209,02,6466,True
i can see that a plate of brownies once told me a limerick,6,0209,02,6467,True
phoebs let me ask you something were were these uh funny brownies,4,0209,02,6468,True
not especially but you know what i think they had pot in them,6,0209,02,6469,True
so you guys who else did you tip with cookies,2,0209,02,6470,True
uhh the mailman the super,1,0209,02,6471,True
oh and the newspaper delivery guy [joey opens the door and picks up the remnants of the newspaper,3,0209,02,6472,False
what,1,0209,02,6473,False
uhhh i don't think you're gonna like this,5,0209,02,6474,False
ooh goooosh ooh these are cookies smashed in the sports section,1,0209,02,6475,True
oh look and he did my crossword puzzle,3,0209,02,6476,True
yeah but not very well unless 14 across 'gershwin musical' actually is bitemebitemebitemebiteme opening titles,2,0209,02,6477,True
i can't believe it's christmas already ya know i mean one day your eatin' turkey the next thing ya know your lords are a leapin' and you geese are a layin',5,0209,02,6478,True
which is why geese are so relaxed this time of year,4,0209,02,6479,True
hey rach i uh got you a little present i'll open it it's a slinky remember huh walks down stairs alone or in pairs everyone knows it's just a big spring alright you still mad at me becuase of the whole,2,0209,02,6480,True
horrible and degrading list of reasons not to be with me,1,0209,02,6481,False
how 'bout from now on we just call it the 'unfortunate incident' hey gunther you got stairs in your place,2,0209,02,6482,False
here go nuts,2,0209,02,6483,True
what's in the bag,4,0209,02,6484,False
um just some presents,2,0209,02,6485,True
c'mon show us what you bought you know you want to,5,0209,02,6486,True
ok ok this is a picture frame from ben to my parents huh,2,0209,02,6487,False
cute,3,0209,02,6488,True
i got some uh hers and hers towels for susan and carol and uh i got this blouse for mom,2,0209,02,6489,True
ross that is gorgeous,3,0209,02,6490,True
look at these authentic fake medals i tell ya mom's gonna be voted best dressed at the make believe military academy,3,0209,02,6491,False
happy christmas eve eve oh my god where did you get this,6,0209,02,6492,True
uh macy's third floor home furnishings,2,0209,02,6493,True
this is my father this is a picture of my dad,6,0209,02,6494,False
nah phoebs that's the guy that comes in the frame,4,0209,02,6495,True
no it isn't this is my dad alright i'll show you,6,0209,02,6496,False
phoebe i thought your dad was in prison,1,0209,02,6497,True
no that's my stepdad my real dad's the one that ran out on us before i was born,6,0209,02,6498,True
how have you never been on oprah,1,0209,02,6499,True
ok look see this is him my mother gave me this picture before she died same guy,6,0209,02,6500,True
honey uh this is a picture of the frame guy posing in front of a bright blue screen with a collie,3,0209,02,6501,True
it's not a blue screen it's just maybe it was just really clear that day ok i have to talk to my grandmother,6,0209,02,6502,True
oh wait a minute honey,3,0209,02,6503,True
phoebs,0,0209,02,6504,True
so anyway i'm trying to get my boss's ex wife to sleep with me,5,0209,02,6505,True
joey,0,0209,02,6506,False
oh but when phoebe has a problem everyone's all ears,5,0209,02,6507,True
esther livingston gone,0,0209,02,6508,True
oh just updating the phonebook,0,0209,02,6509,False
