text,label,episode,season,ids
oh it's fine actually i i invited mike over,2,0909,09,42212
phoebe's mike,1,0909,09,42213
i didn't know you guys hung out,1,0909,09,42214
we don't but i thought it would be nice to get to know him you know maybe have a little dinner drinks conversation,2,0909,09,42215
i don't know but you know we we have a lot in common you know he plays piano; i played keyboards in college he's been divorced; i have some experience in that area,2,0909,09,42216
oooh girl's night out indeed,6,0909,09,42217
ok so now i think emma is probably down for the night but if you need anything ross,1,0909,09,42218
rach rach we'll be fine all right you go have fun,2,0909,09,42219
okay you too and i hope you score bye,1,0909,09,42220
so welcome,2,0909,09,42221
i got beer,0,0909,09,42222
i got bottled breast milk,2,0909,09,42223
eh why don't we start with the beer,0,0909,09,42224
okay so um phoebe tells me you ah you play piano,2,0909,09,42225
you know i i used to ah play keyboards in college,2,0909,09,42226
ah do you have one here,0,0909,09,42227
no,2,0909,09,42228
um ah you know i'm divorced um phoebe ah phoebe said you you've been divorced,2,0909,09,42229
yeah yeah i'm sorry i don't i don't really like to talk about it,0,0909,09,42230
that's okay we'll talk about something else,2,0909,09,42231
so you're a paleontologist right,0,0909,09,42232
my cousin's a paleontologist,0,0909,09,42233
ah well he and i would probably have a lot to talk about he sets the case by the door ),2,0909,09,42234
welcome home,3,0909,09,42235
oh well look at you,4,0909,09,42236
yeah what do you think,3,0909,09,42237
well it looks great it's just that well i'm wearing the same thing underneath so,4,0909,09,42238
see what i mean,4,0909,09,42239
hey how come the door's locked,5,0909,09,42240
just a second,3,0909,09,42241
no no no no no joey can't know that i'm here,4,0909,09,42242
why not,3,0909,09,42243
because i didn't know how to tell him that i couldn't go to the knicks game so i just told him that i had to stay in tulsa,4,0909,09,42244
so you lied to him,3,0909,09,42245
achhh it's always better to lie than to have the complicated discussion except with you,4,0909,09,42246
hey open the door what's going on,5,0909,09,42247
what are you why are you dressed like that,5,0909,09,42248
oh because um well chandler's going to be home in a couple of days so i thought i would you know practice the art of seduction,3,0909,09,42249
oh i thought i heard a man's voice before,5,0909,09,42250
"oh i was just doing chandler's side of the conversation you know like ""hi how do i look "" ""really sexy could i be any more turned on """,3,0909,09,42251
okay whoa whoa why are there two glasses of wine out,5,0909,09,42252
because one of them is for you,3,0909,09,42253
you know it's funny i've been ah practicing the art of seduction myself hi ya,4,0909,09,42254
you might want to keep practicing,3,0909,09,42255
yah,4,0909,09,42256
dude come home,5,0909,09,42257
what why,4,0909,09,42258
come home,5,0909,09,42259
look i i can't what's going on,4,0909,09,42260
i don't know how to tell you this but uh i think monica's cheatin' on ya i told you shouldn't have married someone so much hotter than you,5,0909,09,42261
all right look if you can't come home and deal with this then i'm gonna,5,0909,09,42262
no,4,0909,09,42263
can you hear him now,4,0909,09,42264
no all right i'm going in,5,0909,09,42265
no wait,4,0909,09,42266
all right look just stay there i'm coming home,4,0909,09,42267
okay great i'll see you when you get here i'm gonna wait out in the hall in case the dude comes out,5,0909,09,42268
absolutely you'd do it for me not that you ever have to because i know how to keep my women satisfied,5,0909,09,42269
shouldn't the pizza be here by now i mean they said thirty minutes or less well how long has it been,2,0909,09,42270
eleven minutes and now twelve so do you like the beer,0,0909,09,42271
i do i do although it's actually a lager,2,0909,09,42272
huh what's the difference between beer and lager,0,0909,09,42273
i don't know we could look it up,2,0909,09,42274
things are about to get wild,0,0909,09,42275
oh god remember the girls' nights we used to have sitting around talking about you and ross,6,0909,09,42276
oh god it seems like forever ago,1,0909,09,42277
i know so what's going on with you and ross,6,0909,09,42278
well um i don't know i mean for a long time nothing but you know actually right before you picked me up ross and i had a ah little thing,1,0909,09,42279
oh my god i love things what happened,6,0909,09,42280
well um first he told me he liked how i looked and ah then we had a little um eye contact,1,0909,09,42281
eye contact,6,0909,09,42282
mm hmm,1,0909,09,42283
i hope you were using protection,6,0909,09,42284
excuse me um these are from the two gentlemen at the end of the bar,0,0909,09,42285
oh should we send them something back,1,0909,09,42286
oooh let's do let's send them mashed potatoes,6,0909,09,42287
no wait no no don't do that that's going to make them think they can come over here,1,0909,09,42288
so what if they do,6,0909,09,42289
well we're not here to meet guys you have a boyfriend i have a b baby and a ross,1,0909,09,42290
"yeah but ah ah nothing has to happen we're just having fun you know not everything had to go as far as ""eye contact """,6,0909,09,42291
chandler you have to tell joey that you're not in tulsa,3,0909,09,42292
don't you think it's better for him to think that you're cheating on me than for him to think that i'm cheating on him i heard it,4,0909,09,42293
i don't want him to think that i'm having an affair,3,0909,09,42294
all right i've got a plan i'll go down the fire escape,4,0909,09,42295
"yes because all good plans start with ""i'll go down the fire escape """,3,0909,09,42296
hear me out woman i'll go down the fire escape then i'll wait for a while then when i come up the stairs it'll be just like i just got back from tulsa then joey and i will come in and see that there's no guy in here,4,0909,09,42297
aren't you afraid that joey's going to figure all of this out i heard it,3,0909,09,42298
i'm just going to wait for a little while,4,0909,09,42299
scary pigeon's back,3,0909,09,42300
oh my god i can't believe you live in that building my grandmother lives in that building ida green no sense of personal space kind of smells like chicken looks like a potato,1,0909,09,42301
"""spuds"" is your grandmother",0,0909,09,42302
that's my bubby,1,0909,09,42303
so we're on our way to a couple of parties um maybe we can get your numbers and give you guys a call if we find something fun,0,0909,09,42304
yeah i'm sorry we weren't really looking for anything to happen with you guys i i have a boyfriend,6,0909,09,42305
all right it's no big deal,0,0909,09,42306
so she has a boyfriend what is your situation,0,0909,09,42307
oh well it's complicated i don't actually have a boyfriend but um,1,0909,09,42308
then can i have your number,0,0909,09,42309
oh my god you're giving your real number,6,0909,09,42310
okay thanks i'll give you a call later tonight,0,0909,09,42311
great,1,0909,09,42312
bye wow so that's great you bill ross and emma are going to be so happy together what were you thinking,6,0909,09,42313
i don't know he was cute and he liked me it was an impulse,1,0909,09,42314
what about ross what about your moment don't you want to talk to ross about it,6,0909,09,42315
"no no because i know exactly how the conversation's gonna go ""hey ross you know i think we had a moment before """,1,0909,09,42316
"""yeah "" ""me too """,1,0909,09,42317
"""well but i'm not sure i really want to do anything about it """,1,0909,09,42318
"""yeah "" ""me neither """,1,0909,09,42319
"""well should we just continue to live together and not really tell each other how we're really feeling """,1,0909,09,42320
"""yeah that works for me """,1,0909,09,42321
yeah i see what you mean by the way nice ross imitation,6,0909,09,42322
but your rachel wasn't whiny enough,6,0909,09,42323
better,6,0909,09,42324
well the point is maybe i should just stop waiting around for moments with ross you know i should just move on with my life,1,0909,09,42325
really you're moving on from ross,6,0909,09,42326
i don't know do i have to decide right now,1,0909,09,42327
well you kind of just did that guy is going to call you tonight ross is going to pick up the phone and that's a pretty clear message,6,0909,09,42328
oh god ross ross is going to pick up the phone oh i have to get my number back oh my god he's gone,1,0909,09,42329
"""oh i have to get my number back oh my god he's gone "" dead on ross blows a piece of fuzz from his finger )",6,0909,09,42330
ya know i'm going to take off,0,0909,09,42331
so soon,2,0909,09,42332
okay well thanks ah thanks for the beer,2,0909,09,42333
ah you mean lager,0,0909,09,42334
hey mike it's me listen is um is ross near you,6,0909,09,42335
uh no i just left,0,0909,09,42336
well you have to go back in,6,0909,09,42337
"wha go back to the ""land where time stands still""",0,0909,09,42338
i'm so sorry honey but okay rachel gave this guy her number and um she doesn't want ross to answer the phone so you have to intercept all his calls,6,0909,09,42339
i can't do that,0,0909,09,42340
he says he can't do that,6,0909,09,42341
oh give me hi mike hi listen i know this is a lot to ask but you know what if you do this i phoebe will do anything you want seriously i'm talking dirty stuff,1,0909,09,42342
all right hello hi i'm sorry about her but she wasn't wrong about the dirty stuff,6,0909,09,42343
all right i'll do it but really how much dirtier can it get,0,0909,09,42344
um can i come back in,0,0909,09,42345
why,2,0909,09,42346
i i was just thinking about how much more we have to talk about,0,0909,09,42347
but you left,2,0909,09,42348
wow that didn't take long i thought you said tulsa was like a three hour flight,5,0909,09,42349
well you're forgetting about the time difference,4,0909,09,42350
chandler you're home,3,0909,09,42351
that's right you're husband's home so now the sex can stop,4,0909,09,42352
what are you saying,3,0909,09,42353
joey said that you're in here with another man,4,0909,09,42354
there's no man in here how dare you accuse me of that,3,0909,09,42355
all right all right then maybe you won't mind if me and my friend take a look around huh bwa ah ah,5,0909,09,42356
what is he doing,4,0909,09,42357
i arranged some pillows on the bed to look like a guy,3,0909,09,42358
bedroom is clear although you might need some new pillows,5,0909,09,42359
all right well i'll check the guest room,4,0909,09,42360
why do i smell men's cologne,5,0909,09,42361
oh yeah i rubbed a magazine on myself earlier,5,0909,09,42362
there's nobody here joe,4,0909,09,42363
i guess not,5,0909,09,42364
i can't believe you thought i was cheating you own me an apology,3,0909,09,42365
yeah right monica i'm so sorry,5,0909,09,42366
ah it's an honest mistake it could happen to anyone all right see ya,3,0909,09,42367
whoa whoa wait a minute wait a minute if you just got back from tulsa how did your suitcase beat you here,5,0909,09,42368
i climb down the fire escape and you can't put that in the closet,4,0909,09,42369
so except for the fermentation process beer and ale are basically the same thing fascinating isn't it,0,0909,09,42370
"maybe you should look up ""fascinating """,2,0909,09,42371
i'll get it hello ross's place mike speaking it's for you,0,0909,09,42372
i don't understand what just happened here,2,0909,09,42373
what's going on,5,0909,09,42374
i'm sorry i i told you i was in tulsa because i wanted to spend the night with monica and i i didn't know i didn't think you'd understand,4,0909,09,42375
"what you think i'm too dumb to understand that a husband needs to be with his wife huh do you think i'm like ""duh """,5,0909,09,42376
joey,3,0909,09,42377
i don't know what to say we shouldn't have lied to you,3,0909,09,42378
yeah i feel so bad is there anything i can do to make it up to you,4,0909,09,42379
yeah you could go to the game with me ah even though i know you said you couldn't but then you lied to me and tricked me and gave me a bump on the head,5,0909,09,42380
i'm sorry that's the one thing i can't do i promised i'd be with monica,4,0909,09,42381
you can go,3,0909,09,42382
what,4,0909,09,42383
you should go to the game it's okay i want you to,3,0909,09,42384
really you're gonna be okay,4,0909,09,42385
yeah i'll be fine you know maybe i'll stay here and practice the art of seduction,3,0909,09,42386
you're gonna put on sweats and clean aren't you,4,0909,09,42387
it's gonna be so hot,3,0909,09,42388
have fun,3,0909,09,42389
hey listen i'm never going to lie to you again okay and i want you to know that nobody thinks you're stupid,4,0909,09,42390
where are you going,5,0909,09,42391
game's tomorrow night joe,4,0909,09,42392
i'm so glad you're back,0,0909,09,42393
wow so what did you guys do,1,0909,09,42394
oh you know we just drank some beer and mike played with the boundaries of normal social conduct,2,0909,09,42395
it's true i did,0,0909,09,42396
that was fun pheebs,1,0909,09,42397
i know that was fun,6,0909,09,42398
see you guys,1,0909,09,42399
rachel lock the door lock the door seriously,2,0909,09,42400
oh shoot i forgot to pay phoebe for the drinks wait wait sorry did he call did that guy call,1,0909,09,42401
then again at 9,1,0909,09,42402
"hello ah no she's not here right now can i take a message bill from the bar okay ""bill from the bar "" i'll make sure she gets your number",2,0909,09,42403
aaah,1,0909,09,42404
so ah so how was it uh did you guys did you guys have a good time,2,0909,09,42405
oh it was so much fun it felt so good to be out,1,0909,09,42406
uh rach,2,0909,09,42407
never mind,2,0909,09,42408
hey i'll be right back i've got to go to the bathroom,6,0909,09,42409
stout that's a kind of beer,0,0909,09,42410
12/12/2002,0,0910,09,42411
"sprang to his sleigh to his team gave a whistle; and away they all flew like the down of a thistle; but i heard him exclaim ere he drove out of sight ""merry christmas to all and to all a goodnight """,6,0910,09,42412
wow that was great you really wrote that,5,0910,09,42413
say goodbye elves i'm off to tulsa,4,0910,09,42414
i can't believe you're not gonna be here for christmas,3,0910,09,42415
you're really not coming back,2,0910,09,42416
yeah we have all this paperwork that needs to be filed by the end of the year if i don't get it done i'll be fired,4,0910,09,42417
it's so unfair you don't even like your job,3,0910,09,42418
so who does,4,0910,09,42419
oh i like my job,6,0910,09,42420
i *love* my job,5,0910,09,42421
yeah i can't *wait* to go back to work,1,0910,09,42422
i can't get *enough* dinosaurs,2,0910,09,42423
i'm sorry i won't be here,4,0910,09,42424
it's just it's hard enough not seeing you during the week but for christmas alright if this is what you have to do i understand,3,0910,09,42425
thanks i'll see you new year's day,4,0910,09,42426
you're not gonna be here new year's eve,3,0910,09,42427
did i not mention that,4,0910,09,42428
no,3,0910,09,42429
(thinks for a second then waves his arms exclaiming,4,0910,09,42430
"all right everybody i know that it's christmas eve and you'd rather be with your families but there's *no* call for writing ""screw you mr bing "" on the back of my chair by the way you can all call me chandler",4,0910,09,42431
i was uh checking out that insurance company's christmas party on three oh it was really beautiful they have all these decorations and this huge tree and i just uh to hell with them we have to work so i stole ther ham,0,0910,09,42432
you hear that you may not be with your families but at least it's gonna smell like ham in here,4,0910,09,42433
my kid's in a play right now,0,0910,09,42434
y'know what i know what will cheer you guys up i had a little talk with the boys in new york told 'em about all the hard work you've been doing and that a little christmas bonus may be in order,4,0910,09,42435
"""a donation has been made in your name to the new york city ballet""",0,0910,09,42436
well that's like money in your pocket alright look you want me to say it this sucks being here sucks this work sucks,4,0910,09,42437
*now* it feels like christmas,0,0910,09,42438
you can come to my house,0,0910,09,42439
that was a nice pep talk,0,0910,09,42440
oh thanks i'm actually thinking about becoming a motivational speaker,4,0910,09,42441
so if you were home right now what would you be doing,0,0910,09,42442
typical christmas y stuff you know our holidays are pretty traditional,4,0910,09,42443
so here is a a very special holiday song that i wrote for some very important people to me (singing,6,0910,09,42444
okay pheebs you look in the kitchen i will look in the back closet,1,0910,09,42445
i can save you time ladies i'm right here,4,0910,09,42446
yeah chandler why don't you take a walk this doesn't concern you,6,0910,09,42447
we are looking for our christmas presents from monica,1,0910,09,42448
what that's terrible,4,0910,09,42449
no no we do it every year,6,0910,09,42450
oh well that that makes it not terrible,4,0910,09,42451
no yeah we never find them she's always best at us that wily minx,6,0910,09,42452
don't worry we're just gonna search here for an hour and then we're gonna go over to joey's and search ok,1,0910,09,42453
no not okay you can't look for monica's presents,4,0910,09,42454
oh no we have to,6,0910,09,42455
no you don't have to and you can't because i i live here too,4,0910,09,42456
well then you should look with us,6,0910,09,42457
why,4,0910,09,42458
chandler aren't you worried about what to get monica for christmas,1,0910,09,42459
no i have a great idea for a present for her,4,0910,09,42460
oh that's it a great idea oh yeah,6,0910,09,42461
if i help we can find 'em faster,4,0910,09,42462
ooh ooh we have a live one,6,0910,09,42463
oh it's a macy's bag,1,0910,09,42464
"""dear losers do you really think i'd hide presents under the couch p s",1,0910,09,42465
rach these are for you,5,0910,09,42466
wiper blades i don't even have a car,1,0910,09,42467
no but with this new car smell you'll think you do,5,0910,09,42468
ahh toilet seat covers is that what you were doing while i was getting gas,6,0910,09,42469
you guuuyys,6,0910,09,42470
and for ross mr sweet tooth,5,0910,09,42471
you got me a cola drink,2,0910,09,42472
and a lemon lime,4,0910,09,42473
well this this is too much i feel like i should get you another sweater,2,0910,09,42474
and last but not least,4,0910,09,42475
they're ribbed for *your* pleasure,5,0910,09,42476
ooh hey ben what if the holiday armadillo told you all about the festival of lights,2,0910,09,42477
cool,0,0910,09,42478
come on ben,3,0910,09,42479
years and years ago there were these people called the maccabees,2,0910,09,42480
ho ho ho merry christmas,4,0910,09,42481
santa,0,0910,09,42482
what are you doing here santa,2,0910,09,42483
well i'm here to see my old buddy ben what are you doing here weird turtle man,4,0910,09,42484
i'm the holiday armadillo your part jewish friend you sent me here to give ben some presents remember,2,0910,09,42485
what,4,0910,09,42486
okay ben why don't you come open some more presents and santa the armadillo and i have a little talk in the kitchen there's a sentence i'd never thought i'd say,3,0910,09,42487
what are you doing,2,0910,09,42488
you called everyone and said you were having trouble finding a santa costume so i borrowed one from a guy at work,4,0910,09,42489
thank you but but you you gotta leave,2,0910,09,42490
why,4,0910,09,42491
because i'm finally getting him excited about hanukkah and and you're you're wrecking it,2,0910,09,42492
but i didn't get to shake my belly like a bowl full of jelly,4,0910,09,42493
i'm sorry chandler but this this is really important to me,2,0910,09,42494
fine i'll give the suit back,4,0910,09,42495
hey you think you can keep it another night,3,0910,09,42496
did your dad ever dress up like santa,4,0910,09,42497
no,3,0910,09,42498
you know what everybody go home you should be with your families it's bad enough that we're working new year's eve,4,0910,09,42499
did i not tell *anyone* about new year's eve alright look go go home okay merry christmas go,4,0910,09,42500
good god's speed good people you're not gonna go,4,0910,09,42501
naah i couldn't leave you alone,0,0910,09,42502
besides i can't leave until their christmas party downstairs clears out; there are some *pissed off* insurance people looking for that ham,0,0910,09,42503
ah chandler bing,4,0910,09,42504
hi honey we're all here; we just want to wish you a merry christmas,3,0910,09,42505
merry christmas,0,0910,09,42506
ble blah blar blargh,6,0910,09,42507
ahh merry christmas; i miss you guys,4,0910,09,42508
so is it horrible is everybody working really hard,3,0910,09,42509
ah well no it's just uh me and wendy,4,0910,09,42510
wendy that sounds like a girl's name,3,0910,09,42511
it is did i not tell you about her,4,0910,09,42512
umhmm umhmm about the time you told me about new year's eve where is everybody else,3,0910,09,42513
i sent them home,4,0910,09,42514
ohh you are such a good boss is she pretty,3,0910,09,42515
uhh uh,4,0910,09,42516
answer faster answer faster,2,0910,09,42517
answer better answer better,2,0910,09,42518
i don't think of her that way you know she's a she's a colleague,4,0910,09,42519
what does she do there,3,0910,09,42520
oh she's regional vice president; she's just below me,4,0910,09,42521
she did what,3,0910,09,42522
be low me,4,0910,09,42523
ahh wait is wendy the runner up miss oklahoma,5,0910,09,42524
*what*,3,0910,09,42525
well she she didn't win,4,0910,09,42526
alright well maybe i should let you and the second prettiest girl in oklahoma get back to work,3,0910,09,42527
well second prettiest that year; i mean of *all* the girls in oklahoma she's probably,4,0910,09,42528
honey there's really nothing to worry about,4,0910,09,42529
i'm serious,4,0910,09,42530
merry christmas,4,0910,09,42531
merry christmas,3,0910,09,42532
merry christmas you guys,4,0910,09,42533
blah blargah blar blab,6,0910,09,42534
"the wife says ""hi """,4,0910,09,42535
ah fun conversation,0,0910,09,42536
ah well she's got this weird idea that uh y'know just because you and i are alone that something is gonna happen,4,0910,09,42537
huh really hm that'd be so terrible,0,0910,09,42538
this is probably the wrong thing to be worrying about but you're getting ham on my only tie,4,0910,09,42539
whoa ho back off missy,4,0910,09,42540
missy,0,0910,09,42541
i don't know; i'm not used to girls making passes at me wait a minute am i sexy in oklahoma,4,0910,09,42542
you are to me,0,0910,09,42543
no no no look i'm i'm married,4,0910,09,42544
so i'm married,0,0910,09,42545
i'm *happily* married,4,0910,09,42546
seriously happily married so that phone call before that was happy,0,0910,09,42547
well look it's not easy to spend this much time apart you know she's entitled to be a little paranoid or in this case,4,0910,09,42548
okay let me ask you something,0,0910,09,42549
i mean you were the most beautiful woman in the room tonight,4,0910,09,42550
you kidding you're the most beautiful woman in most rooms whoa whoa whoa what's going on you and i just made out you and i are making out,4,0910,09,42551
but we don't do that,4,0910,09,42552
i know i just thought it would be fun,3,0910,09,42553
how drunk are you,4,0910,09,42554
drunk enough that i know i wanna do this not so drunk that you should feel guilty about taking advantage,3,0910,09,42555
that's the perfect amount,4,0910,09,42556
what,4,0910,09,42557
you're a really good kisser,3,0910,09,42558
well i have kissed over four women do you wanna get under the covers,4,0910,09,42559
hm hmm,3,0910,09,42560
wow you are really fast,3,0910,09,42561
it bodes well for me that speed impresses you,4,0910,09,42562
we're gonna see each other naked,3,0910,09,42563
yep,4,0910,09,42564
do you wanna do it at the same time,3,0910,09,42565
count of three,4,0910,09,42566
one,3,0910,09,42567
two,4,0910,09,42568
two,3,0910,09,42569
three,0,0910,09,42570
well i think it's safe to say that our friendship is effectively ruined,4,0910,09,42571
eh we weren't that close anyway,3,0910,09,42572
eh,4,0910,09,42573
so are you really gonna go out with that nurse man,4,0910,09,42574
well uh you and i are just goofing around i thought why not just goof around with him,3,0910,09,42575
i think you're better than you think you are,3,0910,09,42576
y'know i sensed that i should stop so we're okay,4,0910,09,42577
yeah (they kiss and as she starts to leave chandler starts to dance without turning around,3,0910,09,42578
i can't get married until i get something old something new something borrowed and something blue,3,0910,09,42579
okay all right all right all right okay okay here's something here's something blue and new,4,0910,09,42580
you're so efficient i love you,3,0910,09,42581
let's go,4,0910,09,42582
no no no wait we need something old,3,0910,09,42583
oh okay i have condom in my wallet that i've had since i was twelve,4,0910,09,42584
that'll work,3,0910,09,42585
okay now we just need something borrowed,3,0910,09,42586
that's stealing,3,0910,09,42587
no we'll we'll bring it back just put it under your dress,4,0910,09,42588
okay one thing at a time,4,0910,09,42589
listen umm i've been thinking it's not fair for me to ask you to spend all of your money on our wedding i mean you work you work really hard for that,3,0910,09,42590
ehh,4,0910,09,42591
eh you work for that,3,0910,09,42592
look i thought about it too and i'm sorry i think we should spend all of the money on the wedding,4,0910,09,42593
you do,3,0910,09,42594
yeah i'm putting my foot down yeah look when i proposed i told you that i would do anything to make you happy and if having the perfect wedding makes you happy then then that's what we're gonna do,4,0910,09,42595
oh you're so sweet oh but wait what about our what about the future and stuff,3,0910,09,42596
eh forget about the future and stuff so we only have two kids y'know we'll pick our favorite and that one will get to go to college,4,0910,09,42597
you thought about that,3,0910,09,42598
how many kids were we gonna have,3,0910,09,42599
uh four a boy twin girls and another boy,4,0910,09,42600
what else did you think about,3,0910,09,42601
y'know what i i don't want a big fancy wedding,3,0910,09,42602
no i want everything that you just said i want a marriage,3,0910,09,42603
uh hmm,3,0910,09,42604
i love you so much,4,0910,09,42605
i love you,3,0910,09,42606
really you're not gonna return it,2,0910,09,42607
hey look you guys it's snowing,6,0910,09,42608
oh wow it's so beautiful,1,0910,09,42609
"""wendy"" is a fat girl name",3,0910,09,42610
aren't we done with that,6,0910,09,42611
okay fine let's talk about snow do you think it's snowing in tulsa where my husband is having sex on a copying machine,3,0910,09,42612
hey heeyyy look at that it's a christmas miracle,5,0910,09,42613
what are you doing here,3,0910,09,42614
i wanted to be with you i missed you so much,4,0910,09,42615
hey hey uh who did you miss the most,5,0910,09,42616
monica,4,0910,09,42617
got ya,5,0910,09,42618
i never want to leave you again,4,0910,09,42619
but i thought if you left you get fired,3,0910,09,42620
turns out they can't fire me because i quit,4,0910,09,42621
what,3,0910,09,42622
what you you really quit your job,2,0910,09,42623
yeah it's a stupid job and i could not stand leaving you and why should i be the only one who doesn't get to do what he *really* wants to do,4,0910,09,42624
what do you really want to do,1,0910,09,42625
i have *not* thought this through,4,0910,09,42626
i know i i should have talked to you first about it,4,0910,09,42627
no i think that this is what you wanna do i think it's great,3,0910,09,42628
chandler your being here is the best christmas present i could have ever imagined,6,0910,09,42629
ahh,4,0910,09,42630
now give me my real gift,6,0910,09,42631
here pass these will ya,4,0910,09,42632
"""a donation has been made in your name to the new york city ballet "" how did you know",2,0910,09,42633
wha are you kidding i can't return this,1,0910,09,42634
i thought it was a timely start to thinking about other people besides this gift still says i love you guys,4,0910,09,42635
mine's is to lilian myers,5,0910,09,42636
i don't have a *job* *closing credits*,4,0910,09,42637
actuary no book keeper no topless dancer (to monica,4,0910,09,42638
you are hey here's twenty bucks why don't you go buy yourself something pretty while i'm at work tomorrow,3,0910,09,42639
peter tibbals,0,0911,09,42640
gary halvorson,0,0911,09,42641
good morning tiger i'm making you a nice big breakfast so you can keep up your strength for tonight you're gonna get me good and pregnant,3,0911,09,42642
i've got nowhere to go this morning i'm unemployed i don't know what i'm gonna do with my life,4,0911,09,42643
well i just lost my erection,3,0911,09,42644
i mean what am i supposed to do with myself,4,0911,09,42645
you're supposed to find your passion in life you can be whatever you wanna be now it's exciting,3,0911,09,42646
but it's all so overwhelming i don't know where to start,4,0911,09,42647
hey wait a second i can help you with this you just need to be organized we can make a list of your qualifications and categorize jobs by industry there could be folders and files,3,0911,09,42648
hey this is where your hyper organized pain in the ass stuff pays off,4,0911,09,42649
i know my erection is back,3,0911,09,42650
joey can i have a sip of your coffee and a bite of your muffin,6,0911,09,42651
okay phoebe thank you thank you,5,0911,09,42652
i'm sorry it's just i'm a little short on cash,6,0911,09,42653
if you want i could loan you some money,5,0911,09,42654
oh no no no i learned never to borrow money from friends no that's why richard dreyfuss and i don't speak anymore,6,0911,09,42655
oh hey how about this wanna be an extra on my show,5,0911,09,42656
you could do that,6,0911,09,42657
yeah yeah the pay is pretty good and you could do it for as long as you need,5,0911,09,42658
oh my god i'm gonna be on tv,6,0911,09,42659
okay now i gotta tell you being on tv isn't as glamorous and exciting as you think,5,0911,09,42660
no it is awesome,5,0911,09,42661
wow hey why are you all dressed up,6,0911,09,42662
rachel and i are bringing emma to ralph lauren today to introduce her to everyone doesn't she look cute,2,0911,09,42663
she sure does why does she have a pink bow taped to her head,5,0911,09,42664
"well because if one more person says ""what a cute little boy"" i'm gonna whip them with a car antenna",1,0911,09,42665
i think she's gonna be the hit of the office huh she's gonna be hotter than peasant blouses and a line skirts can i get a blue bow,2,0911,09,42666
okay i have looked through a bunch of career guides photocopied and highlighted key passages and put them into alphabetical folders so you can make an informed decision,3,0911,09,42667
how long was i in there,4,0911,09,42668
okay let us start with the a's advertising,3,0911,09,42669
wait advertising that's a great idea,4,0911,09,42670
don't you want to look through the rest,3,0911,09,42671
i don't think i have to hear the rest advertising makes perfect sense sorry you had to waste all this time though,4,0911,09,42672
you call eight hours alone with my label maker wasted time ooh now i get to use my shredder,3,0911,09,42673
"i mean i can write slogans i mean how hard can it be right ""cheese it's milk that you chew "" ""crackers because your cheese needs a buddy "" ""a grape because who can get a water melon in your mouth """,4,0911,09,42674
"i got one ""socks because your family's feet deserve the best """,3,0911,09,42675
honey leave it to the pros,4,0911,09,42676
i actually know someone in advertising i grew up with this guy who is a vice president at a big agency maybe i can get him to meet you give me the phone,3,0911,09,42677
"""the phone bringing you closer to people who have phones """,4,0911,09,42678
"""marriage it's not for everybody """,3,0911,09,42679
that went well almost everybody knew that she was a girl,1,0911,09,42680
yeah after you punched that one guy who got it wrong word spread,2,0911,09,42681
i'm just gonna go in my office and pick up some stuff who the hell are you,1,0911,09,42682
who the hell are you,0,0911,09,42683
i'm the hell person whose office this is,1,0911,09,42684
i'm gavin mitchell the person who's taken over your job,0,0911,09,42685
excuse me,1,0911,09,42686
oh your baby's so cute why did you put a pink bow on a boy,0,0911,09,42687
joey look at me i'm a nurse,6,0911,09,42688
yes you are i think it may be time for my sponge bath sorry i'm just so used to hitting on the extras so are you excited about your scene,5,0911,09,42689
yeah but i'm a little shaky and nervous,6,0911,09,42690
oh relax don't be you'll be fine you'll be fine they'll probably just make you stand in the back,5,0911,09,42691
and action,0,0911,09,42692
cut cut,0,0911,09,42693
i'm sorry i'm sorry i'm sorry i'm just a little nervous,6,0911,09,42694
and action,0,0911,09,42695
cut,0,0911,09,42696
hey you know what don't worry pheebs it usually takes me three takes too alright eight,5,0911,09,42697
and action,0,0911,09,42698
so do you have any other question about advertising,0,0911,09,42699
"no no but let me show you what i can do ""bagels and donuts round food for every mood """,4,0911,09,42700
monica warned me you might do that i actually think we might have something for you at the agency,0,0911,09,42701
"it's funny when you said ""unpaid"" it sounded like you said ""unpaid """,4,0911,09,42702
come on now monica has a good job and it's not like you have a family to support,0,0911,09,42703
actually we're trying and i don't think monica's gonna wanna postpone it we're supposed to have sex tonight actually she's probably at home naked right now i tend to keep talking until somebody stops me i can just picture her on the bed right now,4,0911,09,42704
stop,0,0911,09,42705
wait a minute what do you mean you're taking over my job,1,0911,09,42706
well while you were on your baby vacation i was doing your job,0,0911,09,42707
a vacation my idea of a vacation does not involve something sucking on my nipples until they are raw,1,0911,09,42708
clearly you've never been to sandles paradise island,0,0911,09,42709
alright don't get too comfortable there because i'm back in two weeks and i want everything back to the way it was i can't say that i care too much for the way you've rearranged my office,1,0911,09,42710
i can't say i care too much for that smell you've brought in with you,0,0911,09,42711
excuse me,1,0911,09,42712
rach we have a code brown situation,2,0911,09,42713
can you please please take care of it for me,1,0911,09,42714
alright but you have to do one sometime,2,0911,09,42715
let me just get this straight so i go have a baby and they send some guy in to do my job,1,0911,09,42716
well there was talk of shutting down ralph lauren all together,0,0911,09,42717
that's right you're very cheeky for a temp,1,0911,09,42718
i'm not a temp i was transferred here from another department,0,0911,09,42719
oh yeah what department was that the jerk department,1,0911,09,42720
oh they didn't tell me about your quick wit,0,0911,09,42721
