text2,label,episode,season,places,ids,text1,label_prev
it's just i'm not good at singing,3,0913,09,1,43095,but everybody sings it's so much fun last time this adorable old man got out there forgot all of the words flipped out and everyone booed him off the stage so funny,6.0
oh what's the matter are you scared you're afraid i'm a better singer you're afraid i'm gonna beat you at singing,6,0913,09,1,43096,it's just i'm not good at singing,3.0
no no it's not working on me wow i must be growing up,3,0913,09,1,43097,oh what's the matter are you scared you're afraid i'm a better singer you're afraid i'm gonna beat you at singing,6.0
ok fine please come and support mike you don't have to sing,6,0913,09,1,43098,no no it's not working on me wow i must be growing up,3.0
so i don't have to sing and i can just sit there and pass judgments on others,3,0913,09,1,43099,ok fine please come and support mike you don't have to sing,6.0
hi guys listen i really need your help i think i did something really stupid,1,0913,09,1,43101,i'm there,3.0
well yes rachel but you got something so beautiful out there,6,0913,09,1,43102,hi guys listen i really need your help i think i did something really stupid,1.0
no not that i kissed gavin last night,1,0913,09,1,43103,well yes rachel but you got something so beautiful out there,6.0
wait wait wait i was at home the whole time how did i missed that,3,0913,09,1,43105,yeah it was after the party we were on the balcony and,1.0
it was the end of the party you were probably ironing wrapping paper,6,0913,09,1,43106,wait wait wait i was at home the whole time how did i missed that,3.0
oh yeah so how did you end up kissing,3,0913,09,1,43107,it was the end of the party you were probably ironing wrapping paper,6.0
you know we were all alone and he was being really nice to me and oh and he gave me this scarf,1,0913,09,1,43108,oh yeah so how did you end up kissing,3.0
i thought you hated him,3,0913,09,1,43109,you know we were all alone and he was being really nice to me and oh and he gave me this scarf,1.0
you know honey there is a thin line between love and hate and it turns out that line is a scarf,1,0913,09,1,43110,i thought you hated him,3.0
so are you thinking of starting up something with this guy,3,0913,09,1,43111,you know honey there is a thin line between love and hate and it turns out that line is a scarf,1.0
i don't know it's so complicated i work with this guy you know i have the baby and i have ross and i just i don't know what to do and i have to be at the office and see gavin in ten minutes,1,0913,09,1,43112,so are you thinking of starting up something with this guy,3.0
sounds like you need to think about what you want talk to gavin and you definitely should talk to ross,3,0913,09,1,43113,i don't know it's so complicated i work with this guy you know i have the baby and i have ross and i just i don't know what to do and i have to be at the office and see gavin in ten minutes,1.0
or i could call in sick and not deal with it at all,1,0913,09,1,43114,sounds like you need to think about what you want talk to gavin and you definitely should talk to ross,3.0
wow five month maternity leave you're back for four days kiss a co worker call in sick they are lucky to have you,6,0913,09,1,43115,or i could call in sick and not deal with it at all,1.0
hey i'm here for my eyebrow appointment,5,0913,09,0,43116,wow five month maternity leave you're back for four days kiss a co worker call in sick they are lucky to have you,6.0
name,0,0913,09,0,43117,hey i'm here for my eyebrow appointment,5.0
chandler bing,5,0913,09,0,43118,name,0.0
ok very good have a seat right over here mr bing and sonia will be right with you,0,0913,09,0,43119,chandler bing,5.0
ok thanks i touched the stuff,5,0913,09,0,43120,ok very good have a seat right over here mr bing and sonia will be right with you,0.0
i'll take care of it,0,0913,09,0,43121,ok thanks i touched the stuff,5.0
thanks do you get a lot of guys in here,5,0913,09,0,43122,i'll take care of it,0.0
are you looking to meet somebody,0,0913,09,0,43123,thanks do you get a lot of guys in here,5.0
all right let's just do this,5,0913,09,0,43124,are you looking to meet somebody,0.0
we'll get to the wax in a minute first i want to tweeze some of the strays ok this may sting just a little bit,0,0913,09,0,43125,all right let's just do this,5.0
please i have an extremely high threshold holly mother of god my face my face i'm all right i'm all right just a little bit of shock that's all but i'll be fine you can go again i'm ok dammit woman how hoooow,5,0913,09,0,43126,we'll get to the wax in a minute first i want to tweeze some of the strays ok this may sting just a little bit,0.0
hey it's the most eligible man in ny how's the moving on going,4,0913,09,1,43127,please i have an extremely high threshold holly mother of god my face my face i'm all right i'm all right just a little bit of shock that's all but i'll be fine you can go again i'm ok dammit woman how hoooow,5.0
not well i went on the subway again and someone did sit on my hand but that person was neither female nor wearing pants,2,0913,09,1,43128,hey it's the most eligible man in ny how's the moving on going,4.0
well maybe you're going about this the wrong way you know i mean think about it single white male divorced three times two illegitimate children the personal ad writes itself,4,0913,09,1,43129,not well i went on the subway again and someone did sit on my hand but that person was neither female nor wearing pants,2.0
that's funny do you think you'll ever work again,2,0913,09,1,43130,well maybe you're going about this the wrong way you know i mean think about it single white male divorced three times two illegitimate children the personal ad writes itself,4.0
what are doing you know i can only dish it out,4,0913,09,1,43131,that's funny do you think you'll ever work again,2.0
i can't believe rachel just moved on and didn't say anything to me,2,0913,09,1,43132,what are doing you know i can only dish it out,4.0
maybe she didn't move on you know maybe that kiss was just an impulsive one time birthday thing,4,0913,09,1,43133,i can't believe rachel just moved on and didn't say anything to me,2.0
no no about a month ago she gave her number to some guy in a bar,2,0913,09,1,43134,maybe she didn't move on you know maybe that kiss was just an impulsive one time birthday thing,4.0
did she go out with him,4,0913,09,1,43135,no no about a month ago she gave her number to some guy in a bar,2.0
no when he called i i threw the message away,2,0913,09,1,43136,did she go out with him,4.0
are you trying to get everybody divorced,4,0913,09,1,43138,you know what enough enough talking i have to get moving hey check out those two blondes over there hey come with me,2.0
don't you have to be at work,2,0913,09,1,43140,i thought i had to make the jokes,4.0
oh come on hello hi my name is chandler here's my friend ross right here and we were wondering you know if you're up for it we only need six more people for a human pyramid swoop swoop,4,0913,09,1,43141,don't you have to be at work,2.0
hum so hum oh hey i noticed you were reading the,2,0913,09,1,43142,oh come on hello hi my name is chandler here's my friend ross right here and we were wondering you know if you're up for it we only need six more people for a human pyramid swoop swoop,4.0
"""would you would you rather drown or be burnt alive """,0,0913,09,1,43143,hum so hum oh hey i noticed you were reading the,2.0
we still got it,4,0913,09,1,43145,sorry we were just leaving,0.0
who is it,1,0913,09,0,43146,we still got it,4.0
gavin i brought you some soup,0,0913,09,0,43147,who is it,1.0
why,1,0913,09,0,43148,gavin i brought you some soup,0.0
i heard you were sick,0,0913,09,0,43149,why,1.0
oh right yeah hold on i'll be just clean up in here a little bit hello gavin,1,0913,09,0,43150,i heard you were sick,0.0
i missed you at work today how are you feeling,0,0913,09,0,43151,oh right yeah hold on i'll be just clean up in here a little bit hello gavin,1.0
i a not gonna lie to you i'm pretty sick,1,0913,09,0,43152,i missed you at work today how are you feeling,0.0
oh good because i was having a totally paranoid moment when i thought you called in sick to avoid me,0,0913,09,0,43153,i a not gonna lie to you i'm pretty sick,1.0
so did i,1,0913,09,0,43155,so i had fun last night,0.0
exactly how contagious is this thing you have i mean is it a cold for standing on the balcony or did a monkey bite you,0,0913,09,0,43156,so did i,1.0
it's just a cold,1,0913,09,0,43157,exactly how contagious is this thing you have i mean is it a cold for standing on the balcony or did a monkey bite you,0.0
do you have fever let me see hum,0,0913,09,0,43158,it's just a cold,1.0
what what's the matter,1,0913,09,0,43159,do you have fever let me see hum,0.0
what's ross doing to you on that picture,0,0913,09,0,43160,what what's the matter,1.0
oh he's dusting me with a fossil brush he thought it would be funny,1,0913,09,0,43161,what's ross doing to you on that picture,0.0
right right ross so what's the deal with you guys i don't want to get in the middle of anything,0,0913,09,0,43162,oh he's dusting me with a fossil brush he thought it would be funny,1.0
oh you're not you're not gonna get in the middle of anything don't worry about ross really really oh hide that's ross hide hide,1,0913,09,0,43163,right right ross so what's the deal with you guys i don't want to get in the middle of anything,0.0
yeah but you said not to worry about,0,0913,09,0,43164,oh you're not you're not gonna get in the middle of anything don't worry about ross really really oh hide that's ross hide hide,1.0
i lied and i'm not sick just stay behind the curtain,1,0913,09,0,43165,yeah but you said not to worry about,0.0
no i'm here to take emma to your mother's remember,0,0913,09,0,43167,oh molly you're not ross,1.0
what,1,0913,09,0,43169,don't panic,0.0
there is a man behind your curtain i have a mace in my purse,0,0913,09,0,43170,what,1.0
no that's ok that's ok that's ok no no no no this is my business associate gavin he's just being silly gavin come out from behind that curtain,1,0913,09,0,43171,there is a man behind your curtain i have a mace in my purse,0.0
hi gavin please to meet you it was my idea to stand there,0,0913,09,0,43172,no that's ok that's ok that's ok no no no no this is my business associate gavin he's just being silly gavin come out from behind that curtain,1.0
i thought it was ross,1,0913,09,0,43175,so hum why did i have to hide,0.0
so what if it was i thought there was nothing going on between you two,0,0913,09,0,43176,i thought it was ross,1.0
there isn't there is totally isn't,1,0913,09,0,43177,so what if it was i thought there was nothing going on between you two,0.0
you hear a key in the hole and you jump like a young bronco coming out of a chute for the first time i used to be a rodeo clown,0,0913,09,0,43178,there isn't there is totally isn't,1.0
people keep saying that oh i'm sorry gavin,1,0913,09,0,43181,i think you should talk to ross about all this,0.0
don't be it's just bad timing,0,0913,09,0,43182,people keep saying that oh i'm sorry gavin,1.0
so seriously rodeo clown,1,0913,09,0,43183,don't be it's just bad timing,0.0
one of the best ma'am one of the best,0,0913,09,0,43184,so seriously rodeo clown,1.0
"""no time for losers because we are the champions of the world "" thank you",6,0913,09,0,43185,one of the best ma'am one of the best,0.0
"oh she's my girlfriend that's not just how we do it here i got to get a break and when we come back we've got kenneth singing ""i touch myself"" i'm not here to judge",0,0913,09,0,43186,"""no time for losers because we are the champions of the world "" thank you",6.0
hi hi oh you have got to sing,6,0913,09,0,43187,"oh she's my girlfriend that's not just how we do it here i got to get a break and when we come back we've got kenneth singing ""i touch myself"" i'm not here to judge",0.0
no i told you i can't,3,0913,09,0,43188,hi hi oh you have got to sing,6.0
but you would have so much fun and you have a really nice voice,6,0913,09,0,43189,no i told you i can't,3.0
what have you heard me sing,3,0913,09,0,43190,but you would have so much fun and you have a really nice voice,6.0
all the time when you're cooking,6,0913,09,0,43191,what have you heard me sing,3.0
what,3,0913,09,0,43192,all the time when you're cooking,6.0
"yeah you're always singing ""yummy yummy yummy i've got love in my tummy""",6,0913,09,0,43193,what,3.0
yeah i do rock that one,3,0913,09,0,43194,"yeah you're always singing ""yummy yummy yummy i've got love in my tummy""",6.0
ok so isn't there a little part of you that wants to get up there,6,0913,09,0,43195,yeah i do rock that one,3.0
just a little but it's just so scary i don't even know what i would sing,3,0913,09,0,43196,ok so isn't there a little part of you that wants to get up there,6.0
well i've got a book around,0,0913,09,0,43197,just a little but it's just so scary i don't even know what i would sing,3.0
"""delta dawn""",3,0913,09,0,43198,well i've got a book around,0.0
hi i could help not notice but that's an unusual necklace,2,0913,09,1,43199,"""delta dawn""",3.0
you already hit on me an hour ago,0,0913,09,1,43200,hi i could help not notice but that's an unusual necklace,2.0
"right so that's a firm ""no"" i cannot believe this i just keep striking out",2,0913,09,1,43201,you already hit on me an hour ago,0.0
i don't get it neither i mean you're obviously desperate you're asking women how they want to be killed,4,0913,09,1,43202,"right so that's a firm ""no"" i cannot believe this i just keep striking out",2.0
this is great rachel's gonna keep kissing guys until she finds the one she wants and i'm gonna die alone,2,0913,09,1,43203,i don't get it neither i mean you're obviously desperate you're asking women how they want to be killed,4.0
by drowning or,4,0913,09,1,43204,this is great rachel's gonna keep kissing guys until she finds the one she wants and i'm gonna die alone,2.0
why would he break up with me,0,0913,09,1,43205,by drowning or,4.0
wait wait i can't sing in front of all these people,3,0913,09,0,43208,"all right that was kenneth with his much too literal rendition of ""i touch myself"" coming up next we've got monica singing ""delta dawn""",0.0
just pretend they're not even here it's ok monica when that spotlight hits you it so bright you won't see anyone anyway,6,0913,09,0,43209,wait wait i can't sing in front of all these people,3.0
"hi i'm monica and i'm gonna be singing ""delta dawn"" ""delta dawn what's that flower you have on could it be a faded rose from days gone by """,3,0913,09,0,43210,just pretend they're not even here it's ok monica when that spotlight hits you it so bright you won't see anyone anyway,6.0
can you totally see through her shirt,6,0913,09,0,43211,"hi i'm monica and i'm gonna be singing ""delta dawn"" ""delta dawn what's that flower you have on could it be a faded rose from days gone by """,3.0
like an x ray bad day not to wear a bra,0,0913,09,0,43212,can you totally see through her shirt,6.0
"""to take you to his mansion in the sky y """,3,0913,09,0,43213,like an x ray bad day not to wear a bra,0.0
hey i need your help,5,0913,09,0,43214,"""to take you to his mansion in the sky y """,3.0
wow it seems serious what seems to be the problem ashley judd,4,0913,09,0,43215,hey i need your help,5.0
look i'll get new headshot taken all right so i want to get my eyebrows shaped,5,0913,09,0,43216,wow it seems serious what seems to be the problem ashley judd,4.0
i am sorry moment to make fun of that please,4,0913,09,0,43217,look i'll get new headshot taken all right so i want to get my eyebrows shaped,5.0
you may be a sissy but i'll still all right it hurts so bad i could only let her do one eyebrow and now they dont match,5,0913,09,0,43218,i am sorry moment to make fun of that please,4.0
its like a baby caterpillar chasing its mama,4,0913,09,0,43219,you may be a sissy but i'll still all right it hurts so bad i could only let her do one eyebrow and now they dont match,5.0
all right look you got to help me out ok look i have the magic marker i want you to fill in the skinny one so i dont look stupid for my pictures,5,0913,09,0,43220,its like a baby caterpillar chasing its mama,4.0
ok first of all this is green,4,0913,09,0,43221,all right look you got to help me out ok look i have the magic marker i want you to fill in the skinny one so i dont look stupid for my pictures,5.0
what the hell am i supposed to do,5,0913,09,0,43222,ok first of all this is green,4.0
all right i will help you out but you have to promise me you will not tell anyone what i am about to tell you,4,0913,09,0,43223,what the hell am i supposed to do,5.0
what what,5,0913,09,0,43224,all right i will help you out but you have to promise me you will not tell anyone what i am about to tell you,4.0
ok you know how most kids get their allowance from mowing the lawn or taking out the garbage well i earned mine by plucking the eyebrows of my father and his business partners,4,0913,09,0,43225,what what,5.0
ok all right no no no no i do i do i do i need your help but chandler i dont know if i can take anymore plucking it hurts so bad,5,0913,09,0,43227,yeah well i guess you dont need my help victor victoria,4.0
oh not with my combination of ice cubes aloe vera and my gentle self loathing touch,4,0913,09,0,43228,ok all right no no no no i do i do i do i need your help but chandler i dont know if i can take anymore plucking it hurts so bad,5.0
"""take me to the mansion in the sky y"" i am sorry the song is over did you see me out there",3,0913,09,0,43229,oh not with my combination of ice cubes aloe vera and my gentle self loathing touch,4.0
every little bit of you,6,0913,09,0,43230,"""take me to the mansion in the sky y"" i am sorry the song is over did you see me out there",3.0
i cant believe i did this i cant believe i'm singing for the people and they liked me hey did you hear that one shouting look at those tips i mean did i really help you get a lot of tips,3,0913,09,0,43231,every little bit of you,6.0
mon' not that you didnt sound good but,6,0913,09,0,43232,i cant believe i did this i cant believe i'm singing for the people and they liked me hey did you hear that one shouting look at those tips i mean did i really help you get a lot of tips,3.0
good didnt you hear them i was great thank you so much for making me do this thats is the best gift ever,3,0913,09,0,43233,mon' not that you didnt sound good but,6.0
also a good gift underwear,0,0913,09,0,43234,good didnt you hear them i was great thank you so much for making me do this thats is the best gift ever,3.0
but whats great is that you dont mind talking about it,2,0913,09,0,43236,thank you so much for letting me do this public bathrooms freak me out i can't even pee let alone do anything else,0.0
its so amazing i met you the same day that eric broke up with me because its like you lose a boyfriend you get a boyfriend,0,0913,09,0,43237,but whats great is that you dont mind talking about it,2.0
uh ah,2,0913,09,0,43238,its so amazing i met you the same day that eric broke up with me because its like you lose a boyfriend you get a boyfriend,0.0
no dont worry this is not some rebound thing i am totally over eric,0,0913,09,0,43239,uh ah,2.0
oh hey hi there you are ive been looking for you everywhere,1,0913,09,0,43240,no dont worry this is not some rebound thing i am totally over eric,0.0
oh yeah hello well now here i am,2,0913,09,0,43241,oh hey hi there you are ive been looking for you everywhere,1.0
listen my mum is not bringing the baby back until nine o clock so i was hoping you and i could have a chance to kind of talk somebody here,1,0913,09,0,43242,oh yeah hello well now here i am,2.0
oh yeah yeah thats michelle,2,0913,09,0,43243,listen my mum is not bringing the baby back until nine o clock so i was hoping you and i could have a chance to kind of talk somebody here,1.0
who,1,0913,09,0,43244,oh yeah yeah thats michelle,2.0
oh just this woman ive been seeing,2,0913,09,0,43245,who,1.0
youve being seeing someone,1,0913,09,0,43246,oh just this woman ive been seeing,2.0
what are you taking amoxicillin for,0,0913,09,0,43247,youve being seeing someone,1.0
how great is this you are already comfortable enough to look through my stuff oh i am sorry michelle thats my roommate rachel,2,0913,09,0,43248,what are you taking amoxicillin for,0.0
hi and i am also emmas mother,1,0913,09,0,43249,how great is this you are already comfortable enough to look through my stuff oh i am sorry michelle thats my roommate rachel,2.0
ah who is emma,0,0913,09,0,43250,hi and i am also emmas mother,1.0
i told you about my daughter,2,0913,09,0,43251,ah who is emma,0.0
this is your daughter i can be your new mummy,0,0913,09,0,43252,i told you about my daughter,2.0
and done,4,0913,09,0,43253,this is your daughter i can be your new mummy,0.0
oh my god i didnt feel a thing hey are you still looking for a job because you can tweeze circles around that sadistic bitch at the saloon,5,0913,09,0,43254,and done,4.0
thanks you wanna see what it looks like,4,0913,09,0,43255,oh my god i didnt feel a thing hey are you still looking for a job because you can tweeze circles around that sadistic bitch at the saloon,5.0
yeah yeah hey they totally match they look great they look great how you doing,5,0913,09,0,43256,thanks you wanna see what it looks like,4.0
yeah yeah i think it looks pretty good i was a little worried i was uncovering a birthmark right about there but it turned out to be a little piece of chocolate,4,0913,09,0,43257,yeah yeah hey they totally match they look great they look great how you doing,5.0
listen thats a pretty girly hour we just spent we should add some manly make up for it,5,0913,09,0,43259,no problem,4.0
ok for my next song i think ill sing something a little more upbeat all right oh how about the pointer sisters i am so excited and make it bouncy,3,0913,09,0,43261,comb my eyelashes,5.0
oh youll probably take care of that on your hands,6,0913,09,0,43262,ok for my next song i think ill sing something a little more upbeat all right oh how about the pointer sisters i am so excited and make it bouncy,3.0
i am sorry i am late youll understand when youll see joey,4,0913,09,0,43263,oh youll probably take care of that on your hands,6.0
honey youre just in time im about to sing another song,3,0913,09,0,43264,i am sorry i am late youll understand when youll see joey,4.0
really in front of all this people,4,0913,09,0,43265,honey youre just in time im about to sing another song,3.0
yes she gives the people what they want,6,0913,09,0,43266,really in front of all this people,4.0
"""tonight's the night we're gonna make it happen tonight we'll put all other things aside give in this time and show me some affection """,3,0913,09,0,43267,yes she gives the people what they want,6.0
are those my wifes nipples,4,0913,09,0,43268,"""tonight's the night we're gonna make it happen tonight we'll put all other things aside give in this time and show me some affection """,3.0
oh isnt that funny i didn't see that before i wouldn't have let her go up again,6,0913,09,0,43269,are those my wifes nipples,4.0
"oh who cares they still love me ""i am so excited """,3,0913,09,0,43270,oh isnt that funny i didn't see that before i wouldn't have let her go up again,6.0
wow she does that a lot,1,0913,09,0,43271,"oh who cares they still love me ""i am so excited """,3.0
ross you didnt tell me you were a doctor,0,0913,09,0,43272,wow she does that a lot,1.0
what what wait a minute you havent even told her you were a doctor yet how long have you known her like an hour,1,0913,09,0,43273,ross you didnt tell me you were a doctor,0.0
actually about an hour and a half,0,0913,09,0,43274,what what wait a minute you havent even told her you were a doctor yet how long have you known her like an hour,1.0
i told you it wasnt long but there is an amazing connection between us,2,0913,09,0,43275,actually about an hour and a half,0.0
you feel that too oh i thought that was just me,0,0913,09,0,43276,i told you it wasnt long but there is an amazing connection between us,2.0
are you kidding,2,0913,09,0,43277,you feel that too oh i thought that was just me,0.0
hey do you want to go away this weekend,0,0913,09,0,43278,are you kidding,2.0
ok ross whats going on here are we just bringing strange women back to the apartment now,1,0913,09,0,43279,hey do you want to go away this weekend,0.0
i dont know are we just kissing guys on balconies,2,0913,09,0,43280,ok ross whats going on here are we just bringing strange women back to the apartment now,1.0
how do you know about that,1,0913,09,0,43281,i dont know are we just kissing guys on balconies,2.0
through the magic of sight i was here putting our child to sleep,2,0913,09,0,43282,how do you know about that,1.0
emma,0,0913,09,0,43283,through the magic of sight i was here putting our child to sleep,2.0
when i happened to look through the window and i see you kissing a guy you know for what a week,2,0913,09,0,43284,emma,0.0
oh thats what this is all about did you bring her up here to get back at me,1,0913,09,0,43285,when i happened to look through the window and i see you kissing a guy you know for what a week,2.0
no actually see i had to pee cause i cant use public bathrooms because the doodie parasites,0,0913,09,0,43286,oh thats what this is all about did you bring her up here to get back at me,1.0
ok michelle its time to go,2,0913,09,0,43287,no actually see i had to pee cause i cant use public bathrooms because the doodie parasites,0.0
no wait you dont have my phone number,0,0913,09,0,43288,ok michelle its time to go,2.0
you know if its meant to be ill guess it bye bye,2,0913,09,0,43289,no wait you dont have my phone number,0.0
score,1,0913,09,0,43290,you know if its meant to be ill guess it bye bye,2.0
oh i am sorry did you not like her because i was hoping that we could come to one of your kissing parties on the balcony,2,0913,09,0,43291,score,1.0
oh god i cant believe youre making such a big deal about this it was one kiss one guy one time,1,0913,09,0,43292,oh i am sorry did you not like her because i was hoping that we could come to one of your kissing parties on the balcony,2.0
what about the guy from the bar,2,0913,09,0,43293,oh god i cant believe youre making such a big deal about this it was one kiss one guy one time,1.0
what who,1,0913,09,0,43294,what about the guy from the bar,2.0
the guy you gave your number to,2,0913,09,0,43295,what who,1.0
whoa how do you know about that,1,0913,09,0,43296,the guy you gave your number to,2.0
because he called here looking for you so dont tell me this this kissing this guy from work is a one time thing ok youve been out there in bars and on balconies for over a month now and you didnt even have the courtesy to tell me,2,0913,09,0,43297,whoa how do you know about that,1.0
why didnt i get that message,1,0913,09,0,43298,because he called here looking for you so dont tell me this this kissing this guy from work is a one time thing ok youve been out there in bars and on balconies for over a month now and you didnt even have the courtesy to tell me,2.0
what,2,0913,09,0,43299,why didnt i get that message,1.0
from the guy in the bar why didnt i get that message,1,0913,09,0,43300,what,2.0
because i folded it up and put in my pants pocket do you do you not look there,2,0913,09,0,43301,from the guy in the bar why didnt i get that message,1.0
ross,1,0913,09,0,43302,because i folded it up and put in my pants pocket do you do you not look there,2.0
i never gave it to you,2,0913,09,0,43303,ross,1.0
why,1,0913,09,0,43304,i never gave it to you,2.0
who am i,2,0913,09,0,43306,oh god you know what who you think you are who are you to decide what messages i should or should not get,1.0
oh my god i cannot believe this you know i actually came in here hoping to have a mature conversation with you about us but i cant do that with someone who hides my messages and brings crazy women back to my apartment,1,0913,09,0,43308,i am the guy whos taking care of our baby while youre out at bars meeting guys,2.0
none of the sane ones wanted to come back with me thats not the point ok the point is you you are the one who moved on and didnt tell anyone,2,0913,09,0,43309,oh my god i cannot believe this you know i actually came in here hoping to have a mature conversation with you about us but i cant do that with someone who hides my messages and brings crazy women back to my apartment,1.0
and you know we said that we would we would live together as long as this makes sense an maybe this you know just doesnt make sense anymore,1,0913,09,0,43311,uh clearly,2.0
yeah maybe not so what you wanna do,2,0913,09,0,43312,and you know we said that we would we would live together as long as this makes sense an maybe this you know just doesnt make sense anymore,1.0
hi can emma and i live here for a while,1,0913,09,0,43313,yeah maybe not so what you wanna do,2.0
jeremiah was a bullfrog was a good friend of mine never understood a single word he said but i helped him drink his wine so you just touch yourself for anything,4,0913,09,0,43314,hi can emma and i live here for a while,1.0
morning roomie,5,0914,09,3,43315,,
hey you remembered to put clothes on this morning,1,0914,09,3,43316,morning roomie,5.0
fifth day's a charm,5,0914,09,3,43317,hey you remembered to put clothes on this morning,1.0
oh joey it's so great to be back here i gotta tell you you're making it so easy on me and emma,1,0914,09,3,43318,fifth day's a charm,5.0
hey it's great having you back you know stay as long as you want and when does she stop crying all night,5,0914,09,3,43319,oh joey it's so great to be back here i gotta tell you you're making it so easy on me and emma,1.0
hey you're not naked so hey rach when will we expect to see you tonight,2,0914,09,3,43320,hey it's great having you back you know stay as long as you want and when does she stop crying all night,5.0
well i'll probably be back to pick her up around six but she's in the bedroom all ready to go but she did actually fall back to sleep so,1,0914,09,3,43321,hey you're not naked so hey rach when will we expect to see you tonight,2.0
she's probably exhausted from all that adorable screaming she did last night,5,0914,09,3,43322,well i'll probably be back to pick her up around six but she's in the bedroom all ready to go but she did actually fall back to sleep so,1.0
bye hey i hope emma isn't making it too hard on you,2,0914,09,3,43323,she's probably exhausted from all that adorable screaming she did last night,5.0
no hey it's been great,5,0914,09,3,43324,bye hey i hope emma isn't making it too hard on you,2.0
sure i mean do i wish me and rachel living together would have worked out of course you know i'm disappointed but it's not like it's a divorce,2,0914,09,3,43327,wow so how are you,5.0
sure i know lots of girls,5,0914,09,3,43330,yeah sure why not in fact if you know anyone that would be good for me,2.0
yeah any names come to mind,2,0914,09,3,43331,sure i know lots of girls,5.0
hey i was just gonna get something to eat you want something,5,0914,09,3,43332,yeah any names come to mind,2.0
what you got,6,0914,09,3,43333,hey i was just gonna get something to eat you want something,5.0
okay let's see we got strained peas strained carrots ooh strained plums we haven't tried that yet,0,0914,09,3,43334,what you got,6.0
goodie thanks so how is it living with rachel again i mean apart from the great food,6,0914,09,3,43335,okay let's see we got strained peas strained carrots ooh strained plums we haven't tried that yet,0.0
i'm fine i'm fine it's just it's just weird what's happening with her and ross you know yesterday he asked me to fix him up with somebody,5,0914,09,3,43336,goodie thanks so how is it living with rachel again i mean apart from the great food,6.0
oh my god rachel asked me if i knew anyone for her too,6,0914,09,3,43337,i'm fine i'm fine it's just it's just weird what's happening with her and ross you know yesterday he asked me to fix him up with somebody,5.0
why are they doing this,5,0914,09,3,43338,oh my god rachel asked me if i knew anyone for her too,6.0
i don't know they're so perfect for each other; it's crazy,6,0914,09,3,43339,why are they doing this,5.0
you know what's crazy these jars what is it like two bites in here,5,0914,09,3,43340,i don't know they're so perfect for each other; it's crazy,6.0
i just wish they'd realise they should be together,6,0914,09,3,43341,you know what's crazy these jars what is it like two bites in here,5.0
i know i know and when they moved back in together i figured y'know that's where things were headed,5,0914,09,3,43342,i just wish they'd realise they should be together,6.0
i know they should be a family they should get married and have more children,6,0914,09,3,43343,i know i know and when they moved back in together i figured y'know that's where things were headed,5.0
yes and they should name one of their kids joey i may not have kids; someone's gotta carry on the family name,5,0914,09,3,43344,i know they should be a family they should get married and have more children,6.0
you know what maybe once they start dating and they see what's out there they'll realise how good they are for each other,6,0914,09,3,43345,yes and they should name one of their kids joey i may not have kids; someone's gotta carry on the family name,5.0
yeah because it is slim pickings i had this date last night,5,0914,09,3,43346,you know what maybe once they start dating and they see what's out there they'll realise how good they are for each other,6.0
so what are we gonna do are we just gonna go ahead and set them up with people,6,0914,09,3,43347,yeah because it is slim pickings i had this date last night,5.0
i know; that just pushes them further and further apart,5,0914,09,3,43348,so what are we gonna do are we just gonna go ahead and set them up with people,6.0
yeah oh i know what we can do we could set ross and rachel up on horrible dates so that they'll realise how good they are together,6,0914,09,3,43349,i know; that just pushes them further and further apart,5.0
ooh that's a great plan,5,0914,09,3,43350,yeah oh i know what we can do we could set ross and rachel up on horrible dates so that they'll realise how good they are together,6.0
yeah you know what the best part of it is i get to do my plan laugh,6,0914,09,3,43351,ooh that's a great plan,5.0
shhh not so loud we don't wanna wake up uh,5,0914,09,3,43352,yeah you know what the best part of it is i get to do my plan laugh,6.0
you guys aren't doing anything tonight are you,1,0914,09,2,43353,shhh not so loud we don't wanna wake up uh,5.0
see now why would you assume that just because we're married i will have you know that we are very hip happening people now if you'll excuse me i have to get back to reading the obituaries,4,0914,09,2,43354,you guys aren't doing anything tonight are you,1.0
i was just asking because i need someone to watch emma tonight,1,0914,09,2,43355,see now why would you assume that just because we're married i will have you know that we are very hip happening people now if you'll excuse me i have to get back to reading the obituaries,4.0
sure we'll do that what are you up to,3,0914,09,2,43356,i was just asking because i need someone to watch emma tonight,1.0
well phoebe set me up on a date,1,0914,09,2,43357,sure we'll do that what are you up to,3.0
just figured because you and ross are,3,0914,09,2,43359,why what's the big deal,1.0
what slept together a year and a half ago yeah i'm all set,1,0914,09,2,43360,just figured because you and ross are,3.0
well i think it's great that you're going on a date you know i mean it sounds healthy i mean you have needs embrace your womanhood,4,0914,09,2,43361,what slept together a year and a half ago yeah i'm all set,1.0
you want a job turn off oprah and send out a resume,3,0914,09,2,43362,well i think it's great that you're going on a date you know i mean it sounds healthy i mean you have needs embrace your womanhood,4.0
so i'll bring her by around seven is that okay,1,0914,09,2,43363,you want a job turn off oprah and send out a resume,3.0
suddenly i wish i was reading my own name,0,0914,09,2,43364,so i'll bring her by around seven is that okay,1.0
hey i'm so excited; i just set up rachel with the worst guy tonight,6,0914,09,1,43365,suddenly i wish i was reading my own name,0.0
all right who is he,5,0914,09,1,43366,hey i'm so excited; i just set up rachel with the worst guy tonight,6.0
well it's this guy i used to massage and by massage i mean hold down so he wouldn't turn over and flash me,6,0914,09,1,43367,all right who is he,5.0
